chr	start	end	name
chr14	101354751	101355011	RUNX1ChIP_MCF10AOEq0.05_peak_4173
chr14	101721946	101722085	RUNX1ChIP_MCF10AOEq0.05_peak_4174
chr14	101732199	101732422	RUNX1ChIP_MCF10AOEq0.05_peak_4175
chr14	101791989	101792143	RUNX1ChIP_MCF10AOEq0.05_peak_4176
chr14	102279999	102280123	RUNX1ChIP_MCF10AOEq0.05_peak_4177
chr14	102579749	102579822	RUNX1ChIP_MCF10AOEq0.05_peak_4178
chr14	102807581	102807729	RUNX1ChIP_MCF10AOEq0.05_peak_4179
chr14	102808098	102808211	RUNX1ChIP_MCF10AOEq0.05_peak_4180
chr14	102827747	102827898	RUNX1ChIP_MCF10AOEq0.05_peak_4181
chr14	102931399	102931478	RUNX1ChIP_MCF10AOEq0.05_peak_4182
chr14	103014566	103014665	RUNX1ChIP_MCF10AOEq0.05_peak_4183
chr14	103028324	103028455	RUNX1ChIP_MCF10AOEq0.05_peak_4184
chr14	103071642	103071859	RUNX1ChIP_MCF10AOEq0.05_peak_4185
chr14	103194381	103194546	RUNX1ChIP_MCF10AOEq0.05_peak_4186
chr14	103234089	103234208	RUNX1ChIP_MCF10AOEq0.05_peak_4187
chr14	103385101	103385245	RUNX1ChIP_MCF10AOEq0.05_peak_4188
chr14	103539992	103540139	RUNX1ChIP_MCF10AOEq0.05_peak_4189
chr14	103540694	103540811	RUNX1ChIP_MCF10AOEq0.05_peak_4190
chr14	103606978	103607344	RUNX1ChIP_MCF10AOEq0.05_peak_4191
chr14	103880412	103880616	RUNX1ChIP_MCF10AOEq0.05_peak_4192
chr14	103889688	103889839	RUNX1ChIP_MCF10AOEq0.05_peak_4193
chr14	103930283	103930363	RUNX1ChIP_MCF10AOEq0.05_peak_4194
chr14	104171591	104171673	RUNX1ChIP_MCF10AOEq0.05_peak_4195
chr14	104694461	104694544	RUNX1ChIP_MCF10AOEq0.05_peak_4196
chr14	104874399	104874494	RUNX1ChIP_MCF10AOEq0.05_peak_4197
chr14	104968032	104968372	RUNX1ChIP_MCF10AOEq0.05_peak_4198
chr14	105088276	105088378	RUNX1ChIP_MCF10AOEq0.05_peak_4199
chr14	105118727	105118912	RUNX1ChIP_MCF10AOEq0.05_peak_4200
chr14	105476730	105476854	RUNX1ChIP_MCF10AOEq0.05_peak_4201
chr14	106395500	106395614	RUNX1ChIP_MCF10AOEq0.05_peak_4202
chr14	106809714	106809833	RUNX1ChIP_MCF10AOEq0.05_peak_4203
chr14	106872742	106872875	RUNX1ChIP_MCF10AOEq0.05_peak_4204
chr15	19043624	19043721	RUNX1ChIP_MCF10AOEq0.05_peak_4205
chr15	20479197	20479570	RUNX1ChIP_MCF10AOEq0.05_peak_4206
chr15	20795773	20796047	RUNX1ChIP_MCF10AOEq0.05_peak_4207
chr15	21364892	21365056	RUNX1ChIP_MCF10AOEq0.05_peak_4208
chr15	21399997	21400201	RUNX1ChIP_MCF10AOEq0.05_peak_4209
chr15	21592098	21592255	RUNX1ChIP_MCF10AOEq0.05_peak_4210
chr15	21836161	21836266	RUNX1ChIP_MCF10AOEq0.05_peak_4211
chr15	21837436	21837544	RUNX1ChIP_MCF10AOEq0.05_peak_4212
chr15	22027406	22027686	RUNX1ChIP_MCF10AOEq0.05_peak_4213
chr15	22520905	22521176	RUNX1ChIP_MCF10AOEq0.05_peak_4214
chr15	22619731	22619919	RUNX1ChIP_MCF10AOEq0.05_peak_4215
chr15	22800069	22800184	RUNX1ChIP_MCF10AOEq0.05_peak_4216
chr15	22866177	22866342	RUNX1ChIP_MCF10AOEq0.05_peak_4217
chr15	22884470	22884566	RUNX1ChIP_MCF10AOEq0.05_peak_4218
chr15	22918279	22918385	RUNX1ChIP_MCF10AOEq0.05_peak_4219
chr15	23055839	23056221	RUNX1ChIP_MCF10AOEq0.05_peak_4220
chr15	23074126	23074218	RUNX1ChIP_MCF10AOEq0.05_peak_4221
chr15	24955259	24955379	RUNX1ChIP_MCF10AOEq0.05_peak_4222
chr15	28616073	28616394	RUNX1ChIP_MCF10AOEq0.05_peak_4223
chr15	28915189	28915322	RUNX1ChIP_MCF10AOEq0.05_peak_4224
chr15	28938221	28938375	RUNX1ChIP_MCF10AOEq0.05_peak_4225
chr15	29377197	29377497	RUNX1ChIP_MCF10AOEq0.05_peak_4226
chr15	29382919	29383188	RUNX1ChIP_MCF10AOEq0.05_peak_4227
chr15	29692587	29692768	RUNX1ChIP_MCF10AOEq0.05_peak_4228
chr15	29843745	29843917	RUNX1ChIP_MCF10AOEq0.05_peak_4229
chr15	29939603	29939739	RUNX1ChIP_MCF10AOEq0.05_peak_4230
chr15	29946283	29946474	RUNX1ChIP_MCF10AOEq0.05_peak_4231
chr15	30065144	30065244	RUNX1ChIP_MCF10AOEq0.05_peak_4232
chr15	30074043	30074141	RUNX1ChIP_MCF10AOEq0.05_peak_4233
chr15	30080907	30081139	RUNX1ChIP_MCF10AOEq0.05_peak_4234
chr15	30173126	30173272	RUNX1ChIP_MCF10AOEq0.05_peak_4235
chr15	30416144	30416217	RUNX1ChIP_MCF10AOEq0.05_peak_4236
chr15	30471185	30471266	RUNX1ChIP_MCF10AOEq0.05_peak_4237
chr15	30549951	30550067	RUNX1ChIP_MCF10AOEq0.05_peak_4238
chr15	30755114	30755245	RUNX1ChIP_MCF10AOEq0.05_peak_4239
chr15	31264158	31264297	RUNX1ChIP_MCF10AOEq0.05_peak_4240
chr15	31353579	31353708	RUNX1ChIP_MCF10AOEq0.05_peak_4241
chr15	31365893	31366002	RUNX1ChIP_MCF10AOEq0.05_peak_4242
chr15	31387517	31387631	RUNX1ChIP_MCF10AOEq0.05_peak_4243
chr15	31399500	31399595	RUNX1ChIP_MCF10AOEq0.05_peak_4244
chr15	31400013	31400122	RUNX1ChIP_MCF10AOEq0.05_peak_4245
chr15	31799860	31800127	RUNX1ChIP_MCF10AOEq0.05_peak_4246
chr15	31826248	31826447	RUNX1ChIP_MCF10AOEq0.05_peak_4247
chr15	31827875	31828115	RUNX1ChIP_MCF10AOEq0.05_peak_4248
chr15	31841014	31841152	RUNX1ChIP_MCF10AOEq0.05_peak_4249
chr15	32591436	32591616	RUNX1ChIP_MCF10AOEq0.05_peak_4250
chr15	32656619	32656810	RUNX1ChIP_MCF10AOEq0.05_peak_4251
chr15	32701468	32701697	RUNX1ChIP_MCF10AOEq0.05_peak_4252
chr15	32802398	32802627	RUNX1ChIP_MCF10AOEq0.05_peak_4253
chr15	32850192	32850556	RUNX1ChIP_MCF10AOEq0.05_peak_4254
chr15	32853680	32853834	RUNX1ChIP_MCF10AOEq0.05_peak_4255
chr15	33012655	33012783	RUNX1ChIP_MCF10AOEq0.05_peak_4256
chr15	33068759	33069005	RUNX1ChIP_MCF10AOEq0.05_peak_4257
chr15	33150016	33150118	RUNX1ChIP_MCF10AOEq0.05_peak_4258
chr15	33154877	33155058	RUNX1ChIP_MCF10AOEq0.05_peak_4259
chr15	33275054	33275180	RUNX1ChIP_MCF10AOEq0.05_peak_4260
chr15	33284364	33284482	RUNX1ChIP_MCF10AOEq0.05_peak_4261
chr15	33449059	33449265	RUNX1ChIP_MCF10AOEq0.05_peak_4262
chr15	33527563	33527842	RUNX1ChIP_MCF10AOEq0.05_peak_4263
chr15	33580556	33580895	RUNX1ChIP_MCF10AOEq0.05_peak_4264
chr15	36468716	36469132	RUNX1ChIP_MCF10AOEq0.05_peak_4265
chr15	36562179	36562355	RUNX1ChIP_MCF10AOEq0.05_peak_4266
chr15	36571996	36572103	RUNX1ChIP_MCF10AOEq0.05_peak_4267
chr15	36591002	36591160	RUNX1ChIP_MCF10AOEq0.05_peak_4268
chr15	37072290	37072398	RUNX1ChIP_MCF10AOEq0.05_peak_4269
chr15	37921601	37921767	RUNX1ChIP_MCF10AOEq0.05_peak_4270
chr15	37970869	37970968	RUNX1ChIP_MCF10AOEq0.05_peak_4271
chr15	38084451	38084539	RUNX1ChIP_MCF10AOEq0.05_peak_4272
chr15	38130704	38130976	RUNX1ChIP_MCF10AOEq0.05_peak_4273
chr15	38217320	38217485	RUNX1ChIP_MCF10AOEq0.05_peak_4274
chr15	38398253	38398514	RUNX1ChIP_MCF10AOEq0.05_peak_4275
chr15	38854541	38854768	RUNX1ChIP_MCF10AOEq0.05_peak_4276
chr15	38865336	38865499	RUNX1ChIP_MCF10AOEq0.05_peak_4277
chr15	38867793	38867888	RUNX1ChIP_MCF10AOEq0.05_peak_4278
chr15	39172166	39172239	RUNX1ChIP_MCF10AOEq0.05_peak_4279
chr15	39242433	39242609	RUNX1ChIP_MCF10AOEq0.05_peak_4280
chr15	39263129	39263267	RUNX1ChIP_MCF10AOEq0.05_peak_4281
chr15	39283842	39283924	RUNX1ChIP_MCF10AOEq0.05_peak_4282
chr15	39406648	39406753	RUNX1ChIP_MCF10AOEq0.05_peak_4283
chr15	39411543	39411920	RUNX1ChIP_MCF10AOEq0.05_peak_4284
chr15	39552697	39552942	RUNX1ChIP_MCF10AOEq0.05_peak_4285
chr15	39719900	39719996	RUNX1ChIP_MCF10AOEq0.05_peak_4286
chr15	39721129	39721245	RUNX1ChIP_MCF10AOEq0.05_peak_4287
chr15	39990640	39990725	RUNX1ChIP_MCF10AOEq0.05_peak_4288
chr15	40008141	40008279	RUNX1ChIP_MCF10AOEq0.05_peak_4289
chr15	40054792	40055002	RUNX1ChIP_MCF10AOEq0.05_peak_4290
chr15	40094941	40095072	RUNX1ChIP_MCF10AOEq0.05_peak_4291
chr15	40118568	40118793	RUNX1ChIP_MCF10AOEq0.05_peak_4292
chr15	40135986	40136148	RUNX1ChIP_MCF10AOEq0.05_peak_4293
chr15	40234962	40235149	RUNX1ChIP_MCF10AOEq0.05_peak_4294
chr15	40249653	40249767	RUNX1ChIP_MCF10AOEq0.05_peak_4295
chr15	40339086	40339312	RUNX1ChIP_MCF10AOEq0.05_peak_4296
chr15	40389089	40389330	RUNX1ChIP_MCF10AOEq0.05_peak_4297
chr15	40432427	40432702	RUNX1ChIP_MCF10AOEq0.05_peak_4298
chr15	40493490	40493686	RUNX1ChIP_MCF10AOEq0.05_peak_4299
chr15	40498810	40498919	RUNX1ChIP_MCF10AOEq0.05_peak_4300
chr15	40593782	40593938	RUNX1ChIP_MCF10AOEq0.05_peak_4301
chr15	40765272	40765443	RUNX1ChIP_MCF10AOEq0.05_peak_4302
chr15	40787316	40787709	RUNX1ChIP_MCF10AOEq0.05_peak_4303
chr15	40823729	40823907	RUNX1ChIP_MCF10AOEq0.05_peak_4304
chr15	40835243	40835335	RUNX1ChIP_MCF10AOEq0.05_peak_4305
chr15	40862068	40862364	RUNX1ChIP_MCF10AOEq0.05_peak_4306
chr15	40866058	40866186	RUNX1ChIP_MCF10AOEq0.05_peak_4307
chr15	40893215	40893288	RUNX1ChIP_MCF10AOEq0.05_peak_4308
chr15	41208248	41208344	RUNX1ChIP_MCF10AOEq0.05_peak_4309
chr15	41283950	41284030	RUNX1ChIP_MCF10AOEq0.05_peak_4310
chr15	41462548	41462717	RUNX1ChIP_MCF10AOEq0.05_peak_4311
chr15	41487927	41488187	RUNX1ChIP_MCF10AOEq0.05_peak_4312
chr15	41578332	41578534	RUNX1ChIP_MCF10AOEq0.05_peak_4313
chr15	41585865	41586166	RUNX1ChIP_MCF10AOEq0.05_peak_4314
chr15	41935629	41935720	RUNX1ChIP_MCF10AOEq0.05_peak_4315
chr15	42608068	42608371	RUNX1ChIP_MCF10AOEq0.05_peak_4316
chr15	43168250	43168405	RUNX1ChIP_MCF10AOEq0.05_peak_4317
chr15	43593463	43593648	RUNX1ChIP_MCF10AOEq0.05_peak_4318
chr15	43622196	43622483	RUNX1ChIP_MCF10AOEq0.05_peak_4319
chr15	43693397	43693507	RUNX1ChIP_MCF10AOEq0.05_peak_4320
chr15	43722062	43722204	RUNX1ChIP_MCF10AOEq0.05_peak_4321
chr15	43777471	43777635	RUNX1ChIP_MCF10AOEq0.05_peak_4322
chr15	44288555	44288641	RUNX1ChIP_MCF10AOEq0.05_peak_4323
chr15	44537970	44538074	RUNX1ChIP_MCF10AOEq0.05_peak_4324
chr15	44838977	44839116	RUNX1ChIP_MCF10AOEq0.05_peak_4325
chr15	45061372	45061638	RUNX1ChIP_MCF10AOEq0.05_peak_4326
chr15	45180239	45180408	RUNX1ChIP_MCF10AOEq0.05_peak_4327
chr15	45198541	45198760	RUNX1ChIP_MCF10AOEq0.05_peak_4328
chr15	45200291	45200525	RUNX1ChIP_MCF10AOEq0.05_peak_4329
chr15	45201144	45201226	RUNX1ChIP_MCF10AOEq0.05_peak_4330
chr15	45255268	45255490	RUNX1ChIP_MCF10AOEq0.05_peak_4331
chr15	45268330	45268472	RUNX1ChIP_MCF10AOEq0.05_peak_4332
chr15	45275133	45275206	RUNX1ChIP_MCF10AOEq0.05_peak_4333
chr15	45454972	45455156	RUNX1ChIP_MCF10AOEq0.05_peak_4334
chr15	45456656	45456997	RUNX1ChIP_MCF10AOEq0.05_peak_4335
chr15	45458131	45458228	RUNX1ChIP_MCF10AOEq0.05_peak_4336
chr15	45871322	45871485	RUNX1ChIP_MCF10AOEq0.05_peak_4337
chr15	47886018	47886130	RUNX1ChIP_MCF10AOEq0.05_peak_4338
chr15	48370526	48370769	RUNX1ChIP_MCF10AOEq0.05_peak_4339
chr15	48472225	48472373	RUNX1ChIP_MCF10AOEq0.05_peak_4340
chr15	48486342	48486557	RUNX1ChIP_MCF10AOEq0.05_peak_4341
chr15	48582473	48582557	RUNX1ChIP_MCF10AOEq0.05_peak_4342
chr15	48966761	48966836	RUNX1ChIP_MCF10AOEq0.05_peak_4343
chr15	49506496	49506595	RUNX1ChIP_MCF10AOEq0.05_peak_4344
chr15	49530212	49530308	RUNX1ChIP_MCF10AOEq0.05_peak_4345
chr15	49620935	49621103	RUNX1ChIP_MCF10AOEq0.05_peak_4346
chr15	49927517	49927630	RUNX1ChIP_MCF10AOEq0.05_peak_4347
chr15	50055444	50055746	RUNX1ChIP_MCF10AOEq0.05_peak_4348
chr15	50065400	50065542	RUNX1ChIP_MCF10AOEq0.05_peak_4349
chr15	50355304	50355545	RUNX1ChIP_MCF10AOEq0.05_peak_4350
chr15	50828969	50829095	RUNX1ChIP_MCF10AOEq0.05_peak_4351
chr15	51077145	51077218	RUNX1ChIP_MCF10AOEq0.05_peak_4352
chr15	51128435	51128572	RUNX1ChIP_MCF10AOEq0.05_peak_4353
chr15	51135450	51135717	RUNX1ChIP_MCF10AOEq0.05_peak_4354
chr15	51161671	51161825	RUNX1ChIP_MCF10AOEq0.05_peak_4355
chr15	51220098	51220330	RUNX1ChIP_MCF10AOEq0.05_peak_4356
chr15	51223830	51223994	RUNX1ChIP_MCF10AOEq0.05_peak_4357
chr15	51257427	51257504	RUNX1ChIP_MCF10AOEq0.05_peak_4358
chr15	51367065	51367192	RUNX1ChIP_MCF10AOEq0.05_peak_4359
chr15	51446164	51446270	RUNX1ChIP_MCF10AOEq0.05_peak_4360
chr15	51446390	51446631	RUNX1ChIP_MCF10AOEq0.05_peak_4361
chr15	51576986	51577061	RUNX1ChIP_MCF10AOEq0.05_peak_4362
chr15	51864601	51864707	RUNX1ChIP_MCF10AOEq0.05_peak_4363
chr15	51865518	51865633	RUNX1ChIP_MCF10AOEq0.05_peak_4364
chr15	52247062	52247363	RUNX1ChIP_MCF10AOEq0.05_peak_4365
chr15	52289765	52289915	RUNX1ChIP_MCF10AOEq0.05_peak_4366
chr15	55221331	55221443	RUNX1ChIP_MCF10AOEq0.05_peak_4367
chr15	55222633	55222744	RUNX1ChIP_MCF10AOEq0.05_peak_4368
chr15	55970350	55970640	RUNX1ChIP_MCF10AOEq0.05_peak_4369
chr15	56327722	56328048	RUNX1ChIP_MCF10AOEq0.05_peak_4370
chr15	56394969	56395195	RUNX1ChIP_MCF10AOEq0.05_peak_4371
chr15	56814954	56815089	RUNX1ChIP_MCF10AOEq0.05_peak_4372
chr15	57521702	57521822	RUNX1ChIP_MCF10AOEq0.05_peak_4373
chr15	57649278	57649384	RUNX1ChIP_MCF10AOEq0.05_peak_4374
chr15	57797276	57797349	RUNX1ChIP_MCF10AOEq0.05_peak_4375
chr15	58282604	58282700	RUNX1ChIP_MCF10AOEq0.05_peak_4376
chr15	58331926	58332063	RUNX1ChIP_MCF10AOEq0.05_peak_4377
chr15	58470176	58470267	RUNX1ChIP_MCF10AOEq0.05_peak_4378
chr15	58551689	58551957	RUNX1ChIP_MCF10AOEq0.05_peak_4379
chr15	59170358	59170436	RUNX1ChIP_MCF10AOEq0.05_peak_4380
chr15	59249965	59250046	RUNX1ChIP_MCF10AOEq0.05_peak_4381
chr15	59348272	59348372	RUNX1ChIP_MCF10AOEq0.05_peak_4382
chr15	59360971	59361248	RUNX1ChIP_MCF10AOEq0.05_peak_4383
chr15	59506930	59507116	RUNX1ChIP_MCF10AOEq0.05_peak_4384
chr15	59522943	59523148	RUNX1ChIP_MCF10AOEq0.05_peak_4385
chr15	59657392	59657621	RUNX1ChIP_MCF10AOEq0.05_peak_4386
chr15	60371407	60371480	RUNX1ChIP_MCF10AOEq0.05_peak_4387
chr15	60379857	60380064	RUNX1ChIP_MCF10AOEq0.05_peak_4388
chr15	60402451	60402583	RUNX1ChIP_MCF10AOEq0.05_peak_4389
chr15	60409241	60409464	RUNX1ChIP_MCF10AOEq0.05_peak_4390
chr15	60479017	60479100	RUNX1ChIP_MCF10AOEq0.05_peak_4391
chr15	60479183	60479259	RUNX1ChIP_MCF10AOEq0.05_peak_4392
chr15	60656571	60656872	RUNX1ChIP_MCF10AOEq0.05_peak_4393
chr15	60740724	60741209	RUNX1ChIP_MCF10AOEq0.05_peak_4394
chr15	60841306	60841418	RUNX1ChIP_MCF10AOEq0.05_peak_4395
chr15	60932572	60932727	RUNX1ChIP_MCF10AOEq0.05_peak_4396
chr15	61049987	61050285	RUNX1ChIP_MCF10AOEq0.05_peak_4397
chr15	61064040	61064224	RUNX1ChIP_MCF10AOEq0.05_peak_4398
chr15	61115305	61115485	RUNX1ChIP_MCF10AOEq0.05_peak_4399
chr15	61275911	61276187	RUNX1ChIP_MCF10AOEq0.05_peak_4400
chr15	61390313	61390489	RUNX1ChIP_MCF10AOEq0.05_peak_4401
chr15	61421448	61421658	RUNX1ChIP_MCF10AOEq0.05_peak_4402
chr15	61715194	61715394	RUNX1ChIP_MCF10AOEq0.05_peak_4403
chr15	62076081	62076177	RUNX1ChIP_MCF10AOEq0.05_peak_4404
chr15	62392678	62392774	RUNX1ChIP_MCF10AOEq0.05_peak_4405
chr15	62426694	62426787	RUNX1ChIP_MCF10AOEq0.05_peak_4406
chr15	62455460	62455649	RUNX1ChIP_MCF10AOEq0.05_peak_4407
chr15	62569559	62569808	RUNX1ChIP_MCF10AOEq0.05_peak_4408
chr15	62603888	62603991	RUNX1ChIP_MCF10AOEq0.05_peak_4409
chr15	62758314	62758391	RUNX1ChIP_MCF10AOEq0.05_peak_4410
chr15	62920877	62920976	RUNX1ChIP_MCF10AOEq0.05_peak_4411
chr15	63097128	63097347	RUNX1ChIP_MCF10AOEq0.05_peak_4412
chr15	63104775	63105041	RUNX1ChIP_MCF10AOEq0.05_peak_4413
chr15	63108082	63108393	RUNX1ChIP_MCF10AOEq0.05_peak_4414
chr15	63234682	63234755	RUNX1ChIP_MCF10AOEq0.05_peak_4415
chr15	63330320	63330565	RUNX1ChIP_MCF10AOEq0.05_peak_4416
chr15	63331589	63331860	RUNX1ChIP_MCF10AOEq0.05_peak_4417
chr15	63347131	63347407	RUNX1ChIP_MCF10AOEq0.05_peak_4418
chr15	63374760	63374855	RUNX1ChIP_MCF10AOEq0.05_peak_4419
chr15	63503283	63503537	RUNX1ChIP_MCF10AOEq0.05_peak_4420
chr15	63601572	63601783	RUNX1ChIP_MCF10AOEq0.05_peak_4421
chr15	63892882	63892955	RUNX1ChIP_MCF10AOEq0.05_peak_4422
chr15	63896876	63897107	RUNX1ChIP_MCF10AOEq0.05_peak_4423
chr15	63949075	63949241	RUNX1ChIP_MCF10AOEq0.05_peak_4424
chr15	64010813	64011052	RUNX1ChIP_MCF10AOEq0.05_peak_4425
chr15	64017997	64018070	RUNX1ChIP_MCF10AOEq0.05_peak_4426
chr15	64387732	64387848	RUNX1ChIP_MCF10AOEq0.05_peak_4427
chr15	64430435	64430606	RUNX1ChIP_MCF10AOEq0.05_peak_4428
chr15	64877746	64877832	RUNX1ChIP_MCF10AOEq0.05_peak_4429
chr15	65055527	65055842	RUNX1ChIP_MCF10AOEq0.05_peak_4430
chr15	65057221	65057562	RUNX1ChIP_MCF10AOEq0.05_peak_4431
chr15	65062909	65062991	RUNX1ChIP_MCF10AOEq0.05_peak_4432
chr15	65296095	65296254	RUNX1ChIP_MCF10AOEq0.05_peak_4433
chr15	65310629	65310745	RUNX1ChIP_MCF10AOEq0.05_peak_4434
chr15	65409440	65409565	RUNX1ChIP_MCF10AOEq0.05_peak_4435
chr15	65869062	65869194	RUNX1ChIP_MCF10AOEq0.05_peak_4436
chr15	66330620	66330694	RUNX1ChIP_MCF10AOEq0.05_peak_4437
chr15	66390831	66390915	RUNX1ChIP_MCF10AOEq0.05_peak_4438
chr15	66483392	66483576	RUNX1ChIP_MCF10AOEq0.05_peak_4439
chr15	66484614	66484839	RUNX1ChIP_MCF10AOEq0.05_peak_4440
chr15	66765815	66765943	RUNX1ChIP_MCF10AOEq0.05_peak_4441
chr15	66883547	66883685	RUNX1ChIP_MCF10AOEq0.05_peak_4442
chr15	67037256	67037420	RUNX1ChIP_MCF10AOEq0.05_peak_4443
chr15	67049958	67050074	RUNX1ChIP_MCF10AOEq0.05_peak_4444
chr15	67085905	67086049	RUNX1ChIP_MCF10AOEq0.05_peak_4445
chr15	67091285	67091567	RUNX1ChIP_MCF10AOEq0.05_peak_4446
chr15	67098436	67098641	RUNX1ChIP_MCF10AOEq0.05_peak_4447
chr15	67125722	67125996	RUNX1ChIP_MCF10AOEq0.05_peak_4448
chr15	67128084	67128179	RUNX1ChIP_MCF10AOEq0.05_peak_4449
chr15	67144734	67144977	RUNX1ChIP_MCF10AOEq0.05_peak_4450
chr15	67177638	67177862	RUNX1ChIP_MCF10AOEq0.05_peak_4451
chr15	67185760	67186072	RUNX1ChIP_MCF10AOEq0.05_peak_4452
chr15	67188896	67188996	RUNX1ChIP_MCF10AOEq0.05_peak_4453
chr15	67201126	67201371	RUNX1ChIP_MCF10AOEq0.05_peak_4454
chr15	67691051	67691214	RUNX1ChIP_MCF10AOEq0.05_peak_4455
chr15	67840038	67840299	RUNX1ChIP_MCF10AOEq0.05_peak_4456
chr15	67884703	67885028	RUNX1ChIP_MCF10AOEq0.05_peak_4457
chr15	67940038	67940220	RUNX1ChIP_MCF10AOEq0.05_peak_4458
chr15	67955002	67955129	RUNX1ChIP_MCF10AOEq0.05_peak_4459
chr15	68275265	68275360	RUNX1ChIP_MCF10AOEq0.05_peak_4460
chr15	68515525	68515616	RUNX1ChIP_MCF10AOEq0.05_peak_4461
chr15	68801051	68801151	RUNX1ChIP_MCF10AOEq0.05_peak_4462
chr15	68815615	68815843	RUNX1ChIP_MCF10AOEq0.05_peak_4463
chr15	69034578	69034694	RUNX1ChIP_MCF10AOEq0.05_peak_4464
chr15	69468519	69468729	RUNX1ChIP_MCF10AOEq0.05_peak_4465
chr15	69669022	69669193	RUNX1ChIP_MCF10AOEq0.05_peak_4466
chr15	69707350	69707610	RUNX1ChIP_MCF10AOEq0.05_peak_4467
chr15	69721483	69721681	RUNX1ChIP_MCF10AOEq0.05_peak_4468
chr15	69755776	69755849	RUNX1ChIP_MCF10AOEq0.05_peak_4469
chr15	69757230	69757416	RUNX1ChIP_MCF10AOEq0.05_peak_4470
chr15	69805285	69805371	RUNX1ChIP_MCF10AOEq0.05_peak_4471
chr15	69813690	69813864	RUNX1ChIP_MCF10AOEq0.05_peak_4472
chr15	69813949	69814192	RUNX1ChIP_MCF10AOEq0.05_peak_4473
chr15	69973270	69973344	RUNX1ChIP_MCF10AOEq0.05_peak_4474
chr15	70023416	70023500	RUNX1ChIP_MCF10AOEq0.05_peak_4475
chr15	70092145	70092223	RUNX1ChIP_MCF10AOEq0.05_peak_4476
chr15	70196664	70196827	RUNX1ChIP_MCF10AOEq0.05_peak_4477
chr15	70197965	70198339	RUNX1ChIP_MCF10AOEq0.05_peak_4478
chr15	70246107	70246227	RUNX1ChIP_MCF10AOEq0.05_peak_4479
chr15	70258760	70258912	RUNX1ChIP_MCF10AOEq0.05_peak_4480
chr15	70375263	70375395	RUNX1ChIP_MCF10AOEq0.05_peak_4481
chr15	70437932	70438161	RUNX1ChIP_MCF10AOEq0.05_peak_4482
chr15	70463248	70463455	RUNX1ChIP_MCF10AOEq0.05_peak_4483
chr15	70475090	70475253	RUNX1ChIP_MCF10AOEq0.05_peak_4484
chr15	70480341	70480549	RUNX1ChIP_MCF10AOEq0.05_peak_4485
chr15	70486544	70487323	RUNX1ChIP_MCF10AOEq0.05_peak_4486
chr15	70490837	70490983	RUNX1ChIP_MCF10AOEq0.05_peak_4487
chr15	70492335	70492553	RUNX1ChIP_MCF10AOEq0.05_peak_4488
chr15	70492726	70493116	RUNX1ChIP_MCF10AOEq0.05_peak_4489
chr15	70589258	70589698	RUNX1ChIP_MCF10AOEq0.05_peak_4490
chr15	70804698	70804833	RUNX1ChIP_MCF10AOEq0.05_peak_4491
chr15	71329659	71329734	RUNX1ChIP_MCF10AOEq0.05_peak_4492
chr15	71337363	71337566	RUNX1ChIP_MCF10AOEq0.05_peak_4493
chr15	71447488	71447697	RUNX1ChIP_MCF10AOEq0.05_peak_4494
chr15	71518796	71518871	RUNX1ChIP_MCF10AOEq0.05_peak_4495
chr15	71519640	71519791	RUNX1ChIP_MCF10AOEq0.05_peak_4496
chr15	71559135	71559410	RUNX1ChIP_MCF10AOEq0.05_peak_4497
chr15	71561936	71562285	RUNX1ChIP_MCF10AOEq0.05_peak_4498
chr15	71566379	71566473	RUNX1ChIP_MCF10AOEq0.05_peak_4499
chr15	71596243	71596399	RUNX1ChIP_MCF10AOEq0.05_peak_4500
chr15	71691943	71692019	RUNX1ChIP_MCF10AOEq0.05_peak_4501
chr15	71791176	71791249	RUNX1ChIP_MCF10AOEq0.05_peak_4502
chr15	72168152	72168357	RUNX1ChIP_MCF10AOEq0.05_peak_4503
chr15	72168445	72168677	RUNX1ChIP_MCF10AOEq0.05_peak_4504
chr15	72169461	72169569	RUNX1ChIP_MCF10AOEq0.05_peak_4505
chr15	72174991	72175340	RUNX1ChIP_MCF10AOEq0.05_peak_4506
chr15	72176208	72176447	RUNX1ChIP_MCF10AOEq0.05_peak_4507
chr15	72184360	72184446	RUNX1ChIP_MCF10AOEq0.05_peak_4508
chr15	72228520	72228735	RUNX1ChIP_MCF10AOEq0.05_peak_4509
chr15	72231346	72231428	RUNX1ChIP_MCF10AOEq0.05_peak_4510
chr15	72624379	72624547	RUNX1ChIP_MCF10AOEq0.05_peak_4511
chr15	72917028	72917198	RUNX1ChIP_MCF10AOEq0.05_peak_4512
chr15	72932106	72932285	RUNX1ChIP_MCF10AOEq0.05_peak_4513
chr15	72932441	72932578	RUNX1ChIP_MCF10AOEq0.05_peak_4514
chr15	73400341	73400584	RUNX1ChIP_MCF10AOEq0.05_peak_4515
chr15	73587294	73587495	RUNX1ChIP_MCF10AOEq0.05_peak_4516
chr15	73617435	73617554	RUNX1ChIP_MCF10AOEq0.05_peak_4517
chr15	73697002	73697122	RUNX1ChIP_MCF10AOEq0.05_peak_4518
chr15	73897456	73897580	RUNX1ChIP_MCF10AOEq0.05_peak_4519
chr15	73956756	73957064	RUNX1ChIP_MCF10AOEq0.05_peak_4520
chr15	73982611	73982846	RUNX1ChIP_MCF10AOEq0.05_peak_4521
